,United States,New Mexico,"Albuquerque, NM","Las Cruces, NM","Santa Fe, NM","Farmington, NM","Gallup, NM","Hobbs, NM","Alamogordo, NM","Roswell, NM","Carlsbad, NM","Clovis, NM","Espa-Â¦ola, NM","Taos, NM","Las Vegas, NM","Silver City, NM","Grants, NM","Deming, NM","Portales, NM","Los Alamos, NM"
10/31/19,238924.30187588112,194565.74208348597,207064.47498549407,175113.52813879983,381150.5446534797,180777.4600406889,164351.27157922907,214094.42085631145,136165.8694497155,121422.3159592012,195043.36327481375,135660.64752963054,223819.6526062287,365168.8077276436,170785.89255974602,135909.36456838288,90820.37295401726,114267.35152129173,130079.4058170438,382149.6857437063
11/30/19,240112.42649942907,195620.37983949456,208191.69755256944,175997.2074,383014.965,181330.13746088825,165067.98057693502,215641.1695519206,136221.63590066342,122549.58577307868,197472.67496171172,136273.48438479926,225197.11561856608,365888.4750273086,170532.0844707118,135987.70744002366,91764.97443619528,114824.58102283208,130113.51967974876,386565.8163878848
12/31/19,241496.2294306492,197018.93265263728,209583.71147888876,177399.8972329084,385531.5518154781,182600.7464,166357.80231585345,218291.3308,137022.32090829255,123714.86437612696,200182.79353681052,137287.7674,225871.92413828225,366888.9560732045,171279.37584001618,136679.3181886405,92880.05406127084,115494.33824065188,130668.64858598604,391746.7643656859
1/31/20,242987.71072532676,198441.1357328111,211110.30537184584,178977.15421040333,388099.02425289294,183234.0224078955,167532.36922188426,219165.10595711507,138362.84494396514,124256.82162825952,202223.7016946098,138001.70368330064,224913.35887218232,368106.0422078005,172111.31899759348,137597.62096506078,93660.77772,115236.73532876706,131811.8599364178,397086.1451340404
2/29/20,244447.70294977576,199575.18304335067,212499.6513593977,180045.9110347914,390247.4955195939,183339.50261296553,167893.5889156565,219470.93747343624,139841.6216731212,124005.27513874376,203039.22843108335,138106.8549221369,223055.14071182316,368285.7803986965,172888.93479004138,138955.50598887657,94211.61574123596,114580.45772649792,132988.2433422039,402316.2025
3/31/20,245980.6208943229,200741.0274685571,214086.84151975985,180925.58461935716,392764.7905861209,182839.53868482503,168309.43149496926,218069.41745691712,141306.73291953735,123567.1026,203757.0602,138193.26393667306,222175.3924003954,368994.7746902001,173886.28373172437,140462.07095272772,94675.94207890196,113888.77947985346,134020.75207813946,406713.5610491221
4/30/20,247320.2257342642,201976.47360836808,215704.87177758932,181555.03558751373,395284.8462715728,182598.3511,169582.36428269444,217972.66373861916,142919.65147495616,124068.80997674487,205176.59515374235,138818.93845159622,222685.99764401492,371429.21403085714,175363.18199423354,142107.94357394884,95135.64691365912,113985.3983,134769.72386205845,410433.3119123508
5/31/20,248089.20732225283,203104.3062588343,217139.8901786829,182195.44990873625,397407.4238514747,182452.2147,170896.77233910933,217613.37097704073,144192.30642923224,125601.66611656686,206584.9157645127,139598.19930735658,224721.07475496575,374801.9011575794,177007.22129576738,142613.62379137878,95727.84556,114643.54179377848,135260.56599237924,413202.2163890404
6/30/20,248543.72960411047,204219.69376557088,218521.3522942321,182889.00339798405,399100.0040788811,182111.20201492196,171601.2827349709,218036.8425510396,144947.81092042147,127172.34380421368,207504.64315947893,140440.20707188107,228295.48713489345,378283.6593007925,177760.87109574224,142965.77194410592,96433.94563,115552.8879145274,135928.13535541747,416849.4851345523
7/31/20,249283.85433881995,205723.17189516893,220228.4090319163,184181.4966313273,401369.34786039125,182562.51220263937,172552.2996525185,219017.76445235335,145361.05702561428,128525.84539448198,208864.4468205697,141634.79877051382,233317.23375823404,381621.1409500863,178134.38084310223,143486.42980401672,97072.78763,117021.86059568284,136574.34770425005,420202.26337341894
8/31/20,250989.49348147164,207860.89371743705,222648.51688759855,185905.92630968327,404974.50633351714,183683.33781886255,174366.5347178482,220149.85724276488,145873.5739866508,129601.20168082864,210564.1765054448,143006.8118235636,239302.23659966045,386872.3291333069,179115.58212318714,144183.11173761718,97951.56732237244,118877.66086098248,137651.17711880678,424751.3450314354
9/30/20,253869.3464318191,210704.29960785297,225776.01299569663,188143.69645302117,409851.7477726986,185596.2408335003,177325.31001942698,222960.24703570103,147174.91886705012,131296.85554222693,213299.3683271146,145101.45342910243,245110.0774,393922.0671677995,180887.15675557964,145444.36829958335,99235.37469701072,121511.46880368014,138661.84789543675,429171.9956104637
10/31/20,257350.45885431103,213805.15837246017,229321.5018166857,190520.63208411197,415837.7180039917,186467.14640674953,180366.92851686513,225056.62223913032,148350.02996530765,132804.09371863084,216313.07301034647,147110.2323,250676.46647000575,401326.30531886074,182929.34104479247,147306.7115,100672.41522934347,124164.94043081912,139597.3266,434946.76072258013
11/30/20,261263.12924892025,216843.06195984347,232728.67113192103,193171.0765115648,422292.1357523109,186841.1614,182346.18180903836,227607.0839813985,149705.9605411398,134287.04112046145,219983.15954327665,148078.5175291834,255054.2464,408004.8008689744,184072.22040955749,149675.71109012538,102032.03596664476,126204.84621086367,139464.08070267647,441987.5304841937
12/31/20,265061.42234729946,219600.56510859556,235874.41399955968,195694.1420259222,429144.4714688762,186723.63555431264,183366.52877140685,228624.6268449815,151079.81489873212,135319.9407322892,223069.10893541653,147436.2261757946,258428.93879997707,413709.5972428234,185577.04506793336,151630.2247251177,103255.97025850856,127132.85357446008,138304.83378539924,450188.5286266217
1/31/21,268732.60958552884,222296.4857,239017.1891901481,198043.32578206636,435522.8728442059,187104.76580619463,183301.3489144816,229355.55099240845,152710.95035078886,136498.29894897572,225067.76931289013,145965.68734181006,259618.55280268067,418065.7880904328,187838.00127407085,153997.12486705312,104574.51483617348,127635.61235473352,137335.37627709215,457626.4387334422
2/28/21,272497.83152093965,225447.4381446614,242767.3690022305,200316.4635016137,442853.2770157167,187925.48793494652,183920.1267202679,229465.41142026347,154658.51610475176,137994.35934776886,226308.68239966477,145061.53951060984,260704.72541878957,422972.09668369946,190764.4384122215,157082.5737912321,106124.25726993376,128495.14538595708,136896.50240232755,464005.0487671588
3/31/21,276416.67648584215,228835.0825304516,246955.8915363917,202655.5432105757,450126.52863136126,188974.9377942273,184920.66896441372,227880.8226560366,156802.92357877956,139123.5665501312,227413.0672767079,144766.2936964334,262438.8189,427310.3475775137,193251.3463202788,160541.00546278452,107461.13647984005,129108.57299821098,136748.63588550463,468745.21244839486
4/30/21,280673.4362607588,232392.93125403873,251385.1926,205066.14732601008,458053.93548059714,190043.5689121815,186216.3147944432,225215.5103492745,159429.0480269925,140258.12472768335,229358.4450358973,144741.15183032793,266385.9121017198,431980.5664262565,194882.5608023041,162952.3873478421,108765.56539577612,129728.16734854109,136371.8124,473440.9616642482
5/31/21,285356.75070319505,235913.8683897121,255714.93320261128,207604.03826827276,465255.32829620485,190591.07728617536,187802.53978624535,221911.71375630985,162106.95177586618,141494.25938457323,232030.63807027985,145030.61181404116,271960.4479055871,436435.4882352977,196656.33454327725,164501.03181925375,109895.9260252011,130974.81516463916,136515.40706983427,477915.64337434527
6/30/21,290380.5636659091,239479.63475579533,259941.16250262855,210536.5685539242,470955.8028467324,191110.46087554895,189661.81690459643,219889.2606293722,164433.28534291245,143643.22583698112,234296.2602208778,145629.43250517594,277991.8197606609,441568.4404364743,198574.01009787316,165430.7912,110924.22151984608,132883.46181349165,137044.29494945312,482445.87200298376
7/31/21,294845.5719941086,242618.5071821911,263477.1025332136,213755.4180210324,475088.97350625467,191924.82361132384,191636.05751323857,217997.3406,166515.5089298125,145553.23065766366,234446.1345487495,145783.28877656293,282862.27850696864,448662.7227315148,200995.7566241927,166267.7891283113,112151.957,134207.38514583767,136856.2157498753,485023.4412493731
8/31/21,297956.54088934604,245060.6974327901,266158.3812064195,216883.4720097992,478033.97014744184,193219.2815365265,193264.25734506547,215053.7634241022,168675.53208233937,146985.58405372282,232017.1367405229,145229.21788829126,285055.6908273838,456988.5203355358,204579.68652128035,167278.7419048791,113476.51622107862,134368.42750950178,136058.76607738296,486128.3816971364
9/30/21,299777.865,246590.9201351961,267883.86626752134,219249.20844275696,480926.5992069291,194986.04272173415,193645.6399309817,211224.36221312376,170672.05829301005,147559.2868,228324.19860923415,143855.97329928892,284363.0077310828,464208.02088820114,207470.38570188297,168141.4839,115000.84412270902,133811.03128369225,135204.89613954772,486011.57336042495
10/31/21,301571.4596,247914.82512191057,269431.6364911005,221269.9771922365,484361.9583706027,197015.38911389335,193895.6049607795,208156.0932474763,172108.5318572464,148387.37151488345,225762.07713253412,142986.76525147527,284411.863,470718.12476212834,209896.6569962088,168828.85542175264,116790.50098363344,133539.69599709837,135315.19213283077,487082.61063043674
11/30/21,304083.30509607465,249669.45041188924,271508.0984871134,223515.4479430737,488267.78170376114,199045.99735429595,194237.13001601875,207260.99868010895,173553.83191559222,149250.81860880074,225402.34217515905,142879.54866698754,285732.21551896055,473224.7265445092,211666.72269371417,169273.39740926036,119062.31972626684,134140.6695007217,135815.7303,488715.47252974863
12/31/21,307227.30224486475,251954.20277109052,274136.8679178865,226408.6217576665,492277.1085009892,200717.31392834333,195357.8104008755,206767.57220401373,175029.41253270663,149806.1470732745,226119.26544455177,143452.76922847296,288196.09537126904,474640.8940243395,213377.46121425912,169352.0327594989,121246.4438603246,135138.30075033405,135935.8128,490405.62880264845
1/31/22,311643.7334680297,255279.1312926396,278153.56494697306,230228.0362431823,496938.5658044025,202473.02670772452,195638.20131159073,205886.8580349308,177501.08491651947,150500.93180874104,225767.22520663156,144374.1764748432,288868.1252934256,473217.2615885204,213944.28862344788,170536.22523905968,123427.34569047332,136868.55362417322,136596.37065420614,493337.3828684062
2/28/22,316970.1911070247,259628.06088919975,283702.7853,234566.82441250564,503476.07703635865,204327.1491852613,195835.0558710892,204230.9902986414,180706.32038556636,150996.8946547126,224416.62684960113,145557.24734147548,289228.12157699576,471773.5252816612,213624.00139968144,173360.83894775074,125128.89283400594,138224.80733447548,137620.07641060674,499455.5189510003
3/31/22,323236.5067002443,264911.5480584573,290385.1442794642,239684.03180716236,513158.06861597736,206713.0246956474,195476.67473003463,202691.3930416082,184929.1087797352,151996.77175267294,222823.57508227375,147287.85,290341.16375465295,472664.1356813692,214761.04863154015,178181.6401652881,127106.23927565417,139975.56358697254,139253.85944335329,508000.8657391952
4/30/22,329446.8731414808,269978.4723428246,296715.6241954519,244397.35985223777,523225.5512881077,208938.78134703412,196207.7107411324,201439.93751377743,189057.41117698667,152571.18411287697,222338.59097245857,149073.72223978024,292408.2771080388,478991.1604,217157.50092910547,182529.3148314101,128797.10145850875,141453.06940593984,140248.06791351887,515422.6474871294
5/31/22,334968.85125476104,274082.52888636343,301648.16630759765,248279.4672255274,532583.5389486632,211081.29774637043,196914.8045034076,199892.67189860737,192562.12097350127,152900.41204102986,222365.8760375497,150990.4640706412,294962.87425538147,488934.0049540163,220344.97466733507,185355.87732401217,129920.69161450556,142899.8809119557,140629.7449464806,521129.3206
6/30/22,339562.8053996105,277539.1782215284,305701.9637503984,251447.95868386372,539491.3684573107,213406.2075,198278.95246297703,197860.3891186677,195325.39112165617,153161.69013339732,223030.84038578477,152703.9851381494,298297.94821076654,499804.51879318384,222192.80013522028,186310.61169524133,130334.1387263236,144705.5358,141200.80377041103,525564.8427036459
7/31/22,341968.97881670477,279730.81893131224,308126.7675458071,253622.2149969068,542906.3365,215803.5605237973,199191.27934260396,196504.55352574785,197733.08452595296,153369.2401231027,224130.3122607766,154227.58962362498,300409.61304314126,505503.9873840503,221269.46149658723,186970.64076322017,129735.2851104377,145964.00008129713,141711.98973858074,528132.4470856067
8/31/22,342324.6175583079,280505.3822795939,308856.32992373477,255020.84800724944,541586.4953555509,217300.6994634999,199136.76560734503,194892.74152971795,199294.3937477972,153038.21606055085,223836.9704287177,155172.77082994793,299426.9189942088,507953.1958104691,218310.02039123187,186964.90378885184,128353.87770248362,146751.66364536068,141915.6098924577,527406.7986969663
9/30/22,341053.8770387584,279850.1494838129,307938.5268730376,255384.82309694553,536977.6293085492,217837.00727854413,198358.86529267757,193308.95322230284,199981.39761012857,151847.62902265342,222671.3018933602,155513.42695777465,295219.8305328847,503555.9539,214738.49461620985,187112.92089213312,126755.72299254769,146275.0801646878,141538.17989061106,525724.1678181445
10/31/22,339814.0864381679,279106.12696612795,306926.8625919178,255704.22249229776,532765.7111926539,218090.67205816787,197265.23173734505,190912.19155123355,200094.95656596753,150405.44819307266,220553.99619098936,155680.3538747752,290952.6929287594,499146.6558030143,212242.84444787973,187236.90504419172,125459.35121935746,145535.85018252512,141125.4968743523,525427.0464215549
11/30/22,338763.2223638862,278598.4707921928,306210.41716664186,256210.77769924153,529316.2986,218728.8090215612,196226.07155204195,188567.67990094263,200003.64198664288,149528.30329753054,218470.83500620376,155695.13458729998,288205.9020213643,493468.0406005096,209881.9785456188,187646.38498473132,124966.12783274776,144705.81849792268,140735.94315282066,525839.0098
12/31/22,337808.615,278504.0825256037,305850.49035226204,257040.18008930204,527530.1423798045,219362.7541837732,195248.90501275496,187176.5011936804,200548.58574891413,149941.96048225733,215870.9152838881,156125.09517204532,287078.26412319386,491172.3037007735,207968.8776982246,188637.20843581905,125381.16631714437,144585.54298342697,140180.98201147348,524800.3812415669
1/31/23,336622.47722881933,278364.7504692905,305354.0103,258181.37195472096,525981.1033847174,219339.0641054789,195288.67522229275,187568.68481998597,200841.31498073065,149977.48532503523,211955.95831275752,156220.71267713915,285811.0120040762,490209.9159,208215.37931000267,189316.5942818104,126347.3719634536,145180.20244703948,139208.61046666774,522525.136
2/28/23,335811.96740979544,278572.71958462434,305384.90304362477,259984.1121,525945.8638665017,219660.78134997212,194227.63142966377,187516.22610951625,201420.52428318528,149685.98501086942,207790.3745041055,155190.39065736593,284487.45109527075,489820.9005948571,206747.97279008772,190308.3909644679,127472.92508670496,144211.3366,138144.4147782017,521324.6289303797
3/31/23,335853.4769544876,279284.5901129363,306053.8702634701,262052.94329095815,526689.6971701911,220376.7960431121,193843.59002910857,187596.82453593911,201725.1572390323,148490.9456669509,205527.6500960493,154471.38975424174,283984.8944736282,493749.02028225287,206162.06898353295,191727.5852,127976.18397638522,143330.12995534085,137931.16161081145,522925.0219095315
4/30/23,336900.6567767383,280890.0817104261,307776.87938540993,264673.3742538781,529590.2855610242,221818.4656130281,194348.7668775148,185763.6359956205,202919.8213850973,148266.82708775462,206003.22986786976,154683.98112453133,285517.8250761893,502684.8156092248,206893.67146761427,193623.95862725217,128466.99623450312,141982.07444722927,139153.51521823122,526697.6818183895
5/31/23,338587.9766842063,282937.3466,310090.17934171384,267322.2843361302,533588.3390088911,223294.63582344507,196853.98937424613,184473.2139454794,204462.7458100759,147674.96124790772,207545.14232548993,156314.48641778217,287454.8314886125,512831.0740925114,209335.48343416816,195440.1890984781,129125.86607340396,140904.5712,140742.03730175996,531546.2078896478
6/30/23,340548.9910159866,284870.7653056725,312512.1762199079,270181.2809512954,538448.8710533245,224415.86078105317,198606.2419570069,182398.9197784256,206394.52144271624,146154.9524441274,208277.0592036598,157237.27116878625,289404.30755616905,516025.2847850171,209997.4513212084,195923.3906656355,129606.55745660912,138549.59899248308,141609.89834893774,536556.2740645076
7/31/23,342296.84995325585,286465.4066632987,314966.2551518557,272278.3637837179,541993.8624929097,225289.40030090135,198840.63988404893,180147.3238647693,207818.43073434377,143567.58461297784,208996.07404659537,156911.7974305829,290954.5093447942,509540.7996155596,208759.8740622406,195368.34819506528,129602.21563299323,136407.7176843836,141703.03565722602,541765.9872008694
8/31/23,343883.95003818354,287980.77811922244,317351.22229899827,273941.50904879253,544507.0205987878,225744.66194900824,198759.58076467912,178209.08142581047,209029.51583573528,141380.4997955053,210270.92188188268,155962.55975621895,293190.3389671797,499225.7193477285,208320.44188156724,193426.60966451457,129075.1519576076,135300.06848124045,141745.1928364789,545642.4681538463
9/30/23,345056.62308081234,289296.9647582048,319506.9128211962,274911.6858436071,545293.6529423125,226353.1457071913,198841.68812491663,175796.84109216827,210060.47115056743,139818.56350470966,210920.1259,154404.26576504073,295090.4909299206,488809.5185374555,208826.97848818253,191564.9897340799,128813.57870443752,134533.90753366516,142206.55793314637,548302.1805495488
10/31/23,345933.4190996458,290433.85558739875,321228.21466581564,275693.9616105703,545945.9736,227320.9515139381,198816.4343098509,173640.69936379718,211442.45234293115,138461.8096078889,210249.76667811937,152672.9871204472,296966.61718002096,479882.46528248466,208644.21748541188,189505.1965205653,129068.36832817986,133540.49581835544,142236.3098352855,551419.5636681155
11/30/23,346568.86971023004,291301.78913640976,322564.2514666128,276026.12300563994,546446.3846684532,228588.3381818258,198546.65804957808,172045.3044982979,212241.91334717485,137483.5553,209011.65286131497,150794.04394105787,298381.1088849203,472291.48769599845,208351.6208734677,188583.3600731485,129906.49029729929,133561.81803090475,142067.93271387767,555856.8655441669
12/31/23,347033.57631563937,291861.8668785247,323646.02293612465,275529.5874171802,546774.7416955313,229885.4253,198060.76609408107,170974.9512380059,212505.8079192704,136778.09419818054,208183.53290679227,149207.33119967117,298811.93107970175,466165.0326616706,207871.75965547308,187427.1190423783,130705.29882166816,134493.79968224384,141400.0846846135,561539.6785483547
1/31/24,347478.11666164565,292377.2543061259,324724.05942994833,274798.4287902803,546306.7080288759,230751.11047235213,198234.65591237403,170709.9117107518,211888.98641795453,136075.01080707271,207362.0263435702,148410.0292333178,299203.4616605574,463067.32624195353,207654.7619,186917.33521045736,130974.24714207136,135836.74472065992,141243.75598000555,566362.6827479148
2/29/24,348296.6663725088,292984.2795268688,325800.08080828394,274269.08303059463,545816.8888532784,231634.7899641308,199227.2932731608,171152.01023319995,211406.83744407867,135928.7799813505,206908.7539094811,148638.4442648757,299955.9967998992,462613.4560990237,208212.2748846281,187066.02348761327,130987.5816,137501.15888574175,141686.2739132325,571242.3114470271
3/31/24,349844.9037,294492.0750409754,327517.2483625116,275185.5631633123,547650.3468263169,232955.57587014613,200731.43715912165,172175.88867963574,211731.51487316465,137154.6082705829,207349.2259928073,149961.81827153603,302246.6919568506,463884.9246510072,210653.81215933387,188540.7275357067,131460.94153620236,138931.65390714593,143176.76444524035,576470.3349761205
4/30/24,351747.3759223705,296258.9940145652,329321.2026888512,276597.45614214236,551197.9761886102,234345.9049,202517.1817805943,172977.34381344495,212697.80190804243,139619.0624934961,208774.80096323873,151069.1478301046,304342.5226008804,466168.6973753102,213526.78200078337,190469.41899950383,132484.6009804906,140726.49511532125,144289.13968356865,580852.9916936292
5/31/24,353238.0167228093,297711.17454985133,330626.6454159263,277894.94519647775,554622.2759990767,235405.10365472376,203695.46345573943,172738.53698198593,214243.816,141789.43988385153,210160.81696379007,152006.79559264545,304759.2196863241,467857.0859,216288.5637006776,192171.54048021865,133595.39065133326,141553.28864496978,144562.62155505762,584218.3043152188
6/30/24,353881.8905006251,298179.6385419448,330849.6830467403,278263.89467478084,555386.7795887125,235797.2120624977,204648.12953363537,171591.73014095027,215461.74990313195,142931.40362649073,210730.13485129943,151669.4583175052,303131.5758213957,468943.39233299304,217804.00315259397,193179.25165931715,133634.89669808742,142740.78214233488,143134.70239288473,585263.2485308914
7/31/24,354094.6122746046,298336.2702419372,330813.62049529253,278308.75172636664,554527.3855286217,236384.75020621173,204664.0556673815,170367.8632520544,216844.2268745587,143217.11684673873,211096.33847405296,151185.45666337747,301255.68440307496,467074.0952967969,219693.36500621273,194064.42842059684,133166.54966144238,143580.04422253356,141737.46211129092,586849.6824529123
8/31/24,354379.0369462161,298663.04407075857,331091.5979998917,278597.22938934696,553797.3640170716,237646.72797229045,203501.88384899552,168920.54082222897,218641.77997920616,143690.51831594686,210913.28130684097,150296.36979468164,299733.8375093022,463775.08266997343,220190.0182960799,194281.70616761257,132605.17421671978,143934.48500507147,140967.58358632663,588648.5457888682
9/30/24,354865.9298023687,299432.71957593836,332032.09303165047,279358.03359385976,554315.7377916559,239154.47682074152,202247.57461652535,168076.87767794324,220701.31827325877,143925.03234423563,210841.81463059256,149540.78047535324,299882.1363872243,461046.9620251488,220408.10077089144,193184.2749563873,132452.5341825589,143006.83234831682,141104.56848216808,592380.6998710172
10/31/24,355507.8458479471,300350.22142871347,333077.0714778965,280140.31440080976,555520.0473579258,240725.33958518747,201536.72070254976,167796.9365076526,223134.08706212204,144362.97721494245,211444.5015477886,149973.79186918674,301246.18420611875,457721.0202025435,220112.54619201887,191112.7235,132744.9739008782,141919.74391003148,141321.13005732512,596515.9540587877
11/30/24,356080.64762983005,301206.0463850506,334114.0204791112,280461.73289865156,556356.1010249448,242120.13165440015,202751.10514062745,168198.09673053696,225163.21581644204,144512.68027451847,213116.85344981393,150520.49010382072,304933.4749146344,452914.2355,220671.11085675535,188490.85543347476,133203.61803232352,141321.79857400878,141835.64259491116,601136.9349183963
12/31/24,356876.8582644633,302272.9288617998,335285.5541642527,280593.7425757227,557033.2600702429,244263.8739,204311.53443261285,168863.2118258867,227407.4891156658,145039.94618323422,215368.26860503491,151576.60594447865,309572.3833837297,446923.1766304773,221208.5737228004,186702.91910518537,134738.09558859354,141504.24531540924,143012.5501828478,605566.5578089686
1/31/25,357561.1635620759,303355.7600521129,336608.3784290158,280665.3047282749,556966.7487690147,245839.49299783827,205681.75462251905,169872.30944903893,228951.92920819655,145550.5719787833,217237.8251998479,152064.3260565656,314319.37228477007,443084.7730399555,221525.50051107685,185096.5445192085,135913.92539219483,142325.74874765746,144038.59427060714,609000.1799579895
2/28/25,358055.9578127863,304371.19719404686,337760.7156864232,280638.95873108454,556736.9777954494,246516.39125356148,207001.7733882435,171179.9180932867,230487.0550071305,145845.9907,218276.909,152125.88634185048,318272.2781788578,442967.66375334933,222001.42851943403,183749.52699416052,137372.08085766633,143255.50273618786,144488.78260269883,611157.474